title,description,diet_tags
Oatmeal with banana & whey,"Rolled oats, milk, banana, whey protein",balanced
النظام	المرحلة	نوع الوجبة	اسم الوجبة	مكون	كمية (جم)	سعرات حرارية	بروتين (جم)	كربوهيدرات (جم)	دهون (جم)
تضخيم	45	فطار	بيض مسلوق - فطار - تضخيم مرحلة 45	بيض مسلوق	187.2	290.2	24.3	2.1	20.6
تضخيم	45	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 45	صدر دجاج مشوي	280.8	462.4	86.1	0	9.4
تضخيم	45	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 45	سمك مشوي	280.8	434.3	46.8	0	26.2
تضخيم	45	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 45	لبن زبادي قليل الدسم	374.4	187.2	18.7	22.5	0.9
تضخيم	46	فطار	شوفان - فطار - تضخيم مرحلة 46	شوفان	75.4	282.8	9.4	50.9	5.7
تضخيم	46	غداء	أرز بسمتي - غداء - تضخيم مرحلة 46	أرز بسمتي	282.8	1017.9	17	226.2	2.8
تضخيم	46	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 46	سلطة خضراء	188.5	37.7	1.9	7.5	0
تضخيم	46	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 46	مكسرات (لوز)	56.5	328	11.3	11.3	28.3
تضخيم	47	فطار	بيض مسلوق - فطار - تضخيم مرحلة 47	بيض مسلوق	189.8	294.2	24.7	2.1	20.9
تضخيم	47	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 47	صدر دجاج مشوي	284.7	468.8	87.3	0	9.5
تضخيم	47	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 47	سمك مشوي	284.7	440.3	47.4	0	26.6
تضخيم	47	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 47	لبن زبادي قليل الدسم	379.6	189.8	19	22.8	0.9
تضخيم	48	فطار	شوفان - فطار - تضخيم مرحلة 48	شوفان	76.4	286.6	9.6	51.6	5.7
تضخيم	48	غداء	أرز بسمتي - غداء - تضخيم مرحلة 48	أرز بسمتي	286.6	1031.9	17.2	229.3	2.9
تضخيم	48	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 48	سلطة خضراء	191.1	38.2	1.9	7.6	0
تضخيم	48	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 48	مكسرات (لوز)	57.3	332.5	11.5	11.5	28.7
تضخيم	49	فطار	بيض مسلوق - فطار - تضخيم مرحلة 49	بيض مسلوق	192.4	298.2	25	2.1	21.2
تضخيم	49	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 49	صدر دجاج مشوي	288.6	475.2	88.5	0	9.6
تضخيم	49	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 49	سمك مشوي	288.6	446.4	48.1	0	26.9
تضخيم	49	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 49	لبن زبادي قليل الدسم	384.8	192.4	19.2	23.1	1
تضخيم	50	فطار	شوفان - فطار - تضخيم مرحلة 50	شوفان	77.5	290.6	9.7	52.3	5.8
تضخيم	50	غداء	أرز بسمتي - غداء - تضخيم مرحلة 50	أرز بسمتي	290.6	1046	17.4	232.4	2.9
تضخيم	50	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 50	سلطة خضراء	193.7	38.7	1.9	7.7	0
تضخيم	50	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 50	مكسرات (لوز)	58.1	337	11.6	11.6	29.1
تضخيم	51	فطار	بيض مسلوق - فطار - تضخيم مرحلة 51	بيض مسلوق	195	302.2	25.4	2.1	21.5
تضخيم	51	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 51	صدر دجاج مشوي	292.5	481.7	89.7	0	9.8
تضخيم	51	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 51	سمك مشوي	292.5	452.4	48.8	0	27.3
تضخيم	51	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 51	لبن زبادي قليل الدسم	390	195	19.5	23.4	1
تضخيم	52	فطار	شوفان - فطار - تضخيم مرحلة 52	شوفان	78.5	294.4	9.8	53	5.9
تضخيم	52	غداء	أرز بسمتي - غداء - تضخيم مرحلة 52	أرز بسمتي	294.4	1060	17.7	235.6	2.9
تضخيم	52	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 52	سلطة خضراء	196.3	39.3	2	7.9	0
تضخيم	52	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 52	مكسرات (لوز)	58.9	341.6	11.8	11.8	29.4
تضخيم	53	فطار	بيض مسلوق - فطار - تضخيم مرحلة 53	بيض مسلوق	197.6	306.3	25.7	2.2	21.7
تضخيم	53	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 53	صدر دجاج مشوي	296.4	488.1	90.9	0	9.9
تضخيم	53	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 53	سمك مشوي	296.4	458.4	49.4	0	27.7
تضخيم	53	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 53	لبن زبادي قليل الدسم	395.2	197.6	19.8	23.7	1
تضخيم	54	فطار	شوفان - فطار - تضخيم مرحلة 54	شوفان	79.6	298.4	9.9	53.7	6
تضخيم	54	غداء	أرز بسمتي - غداء - تضخيم مرحلة 54	أرز بسمتي	298.4	1074.1	17.9	238.7	3
تضخيم	54	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 54	سلطة خضراء	198.9	39.8	2	8	0
تضخيم	54	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 54	مكسرات (لوز)	59.7	346.1	11.9	11.9	29.8
تضخيم	55	فطار	بيض مسلوق - فطار - تضخيم مرحلة 55	بيض مسلوق	200.2	310.3	26	2.2	22
تضخيم	55	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 55	صدر دجاج مشوي	300.3	494.5	92.1	0	10
تضخيم	55	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 55	سمك مشوي	300.3	464.5	50.1	0	28
تضخيم	55	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 55	لبن زبادي قليل الدسم	400.4	200.2	20	24	1
تضخيم	56	فطار	شوفان - فطار - تضخيم مرحلة 56	شوفان	80.6	302.2	10.1	54.4	6
تضخيم	56	غداء	أرز بسمتي - غداء - تضخيم مرحلة 56	أرز بسمتي	302.2	1088.1	18.1	241.8	3
تضخيم	56	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 56	سلطة خضراء	201.5	40.3	2	8.1	0
تضخيم	56	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 56	مكسرات (لوز)	60.5	350.6	12.1	12.1	30.2
تضخيم	57	فطار	بيض مسلوق - فطار - تضخيم مرحلة 57	بيض مسلوق	202.8	314.3	26.4	2.2	22.3
تضخيم	57	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 57	صدر دجاج مشوي	304.2	500.9	93.3	0	10.1
تضخيم	57	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 57	سمك مشوي	304.2	470.5	50.7	0	28.4
تضخيم	57	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 57	لبن زبادي قليل الدسم	405.6	202.8	20.3	24.3	1
تضخيم	58	فطار	شوفان - فطار - تضخيم مرحلة 58	شوفان	81.6	306.2	10.2	55.1	6.1
تضخيم	58	غداء	أرز بسمتي - غداء - تضخيم مرحلة 58	أرز بسمتي	306.2	1102.1	18.4	244.9	3.1
تضخيم	58	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 58	سلطة خضراء	204.1	40.8	2	8.2	0
تضخيم	58	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 58	مكسرات (لوز)	61.2	355.1	12.2	12.2	30.6
تضخيم	59	فطار	بيض مسلوق - فطار - تضخيم مرحلة 59	بيض مسلوق	205.4	318.4	26.7	2.3	22.6
تضخيم	59	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 59	صدر دجاج مشوي	308.1	507.3	94.5	0	10.3
تضخيم	59	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 59	سمك مشوي	308.1	476.5	51.4	0	28.8
تضخيم	59	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 59	لبن زبادي قليل الدسم	410.8	205.4	20.5	24.6	1
تضخيم	60	فطار	شوفان - فطار - تضخيم مرحلة 60	شوفان	82.7	310	10.3	55.8	6.2
تضخيم	60	غداء	أرز بسمتي - غداء - تضخيم مرحلة 60	أرز بسمتي	310	1116.2	18.6	248	3.1
تضخيم	60	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 60	سلطة خضراء	206.7	41.3	2.1	8.3	0
تضخيم	60	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 60	مكسرات (لوز)	62	359.7	12.4	12.4	31
تضخيم	61	فطار	بيض مسلوق - فطار - تضخيم مرحلة 61	بيض مسلوق	208	322.4	27	2.3	22.9
تضخيم	61	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 61	صدر دجاج مشوي	312	513.8	95.7	0	10.4
تضخيم	61	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 61	سمك مشوي	312	482.6	52	0	29.1
تضخيم	61	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 61	لبن زبادي قليل الدسم	416	208	20.8	25	1
تضخيم	62	فطار	شوفان - فطار - تضخيم مرحلة 62	شوفان	83.7	313.9	10.5	56.5	6.3
تضخيم	62	غداء	أرز بسمتي - غداء - تضخيم مرحلة 62	أرز بسمتي	313.9	1130.2	18.8	251.2	3.1
تضخيم	62	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 62	سلطة خضراء	209.3	41.9	2.1	8.4	0
تضخيم	62	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 62	مكسرات (لوز)	62.8	364.2	12.6	12.6	31.4
تضخيم	63	فطار	بيض مسلوق - فطار - تضخيم مرحلة 63	بيض مسلوق	210.6	326.4	27.4	2.3	23.2
تضخيم	63	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 63	صدر دجاج مشوي	315.9	520.2	96.9	0	10.5
تضخيم	63	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 63	سمك مشوي	315.9	488.6	52.7	0	29.5
تضخيم	63	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 63	لبن زبادي قليل الدسم	421.2	210.6	21.1	25.3	1.1
تضخيم	64	فطار	شوفان - فطار - تضخيم مرحلة 64	شوفان	84.8	317.8	10.6	57.2	6.4
تضخيم	64	غداء	أرز بسمتي - غداء - تضخيم مرحلة 64	أرز بسمتي	317.8	1144.3	19.1	254.3	3.2
تضخيم	64	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 64	سلطة خضراء	211.9	42.4	2.1	8.5	0
تضخيم	64	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 64	مكسرات (لوز)	63.6	368.7	12.7	12.7	31.8
تضخيم	65	فطار	بيض مسلوق - فطار - تضخيم مرحلة 65	بيض مسلوق	213.2	330.5	27.7	2.3	23.5
تضخيم	65	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 65	صدر دجاج مشوي	319.8	526.6	98.1	0	10.7
تضخيم	65	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 65	سمك مشوي	319.8	494.6	53.3	0	29.8
تضخيم	65	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 65	لبن زبادي قليل الدسم	426.4	213.2	21.3	25.6	1.1
تضخيم	66	فطار	شوفان - فطار - تضخيم مرحلة 66	شوفان	85.8	321.8	10.7	57.9	6.4
تضخيم	66	غداء	أرز بسمتي - غداء - تضخيم مرحلة 66	أرز بسمتي	321.8	1158.3	19.3	257.4	3.2
تضخيم	66	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 66	سلطة خضراء	214.5	42.9	2.1	8.6	0
تضخيم	66	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 66	مكسرات (لوز)	64.3	373.2	12.9	12.9	32.2
تضخيم	67	فطار	بيض مسلوق - فطار - تضخيم مرحلة 67	بيض مسلوق	215.8	334.5	28.1	2.4	23.7
تضخيم	67	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 67	صدر دجاج مشوي	323.7	533	99.3	0	10.8
تضخيم	67	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 67	سمك مشوي	323.7	500.7	54	0	30.2
تضخيم	67	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 67	لبن زبادي قليل الدسم	431.6	215.8	21.6	25.9	1.1
تضخيم	68	فطار	شوفان - فطار - تضخيم مرحلة 68	شوفان	86.8	325.6	10.9	58.6	6.5
تضخيم	68	غداء	أرز بسمتي - غداء - تضخيم مرحلة 68	أرز بسمتي	325.6	1172.3	19.5	260.5	3.3
تضخيم	68	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 68	سلطة خضراء	217.1	43.4	2.2	8.7	0
تضخيم	68	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 68	مكسرات (لوز)	65.1	377.8	13	13	32.6
تضخيم	69	فطار	بيض مسلوق - فطار - تضخيم مرحلة 69	بيض مسلوق	218.4	338.5	28.4	2.4	24
تضخيم	69	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 69	صدر دجاج مشوي	327.6	539.4	100.5	0	10.9
تضخيم	69	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 69	سمك مشوي	327.6	506.7	54.6	0	30.6
تضخيم	69	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 69	لبن زبادي قليل الدسم	436.8	218.4	21.8	26.2	1.1
تضخيم	70	فطار	شوفان - فطار - تضخيم مرحلة 70	شوفان	87.9	329.6	11	59.3	6.6
تضخيم	70	غداء	أرز بسمتي - غداء - تضخيم مرحلة 70	أرز بسمتي	329.6	1186.4	19.8	263.6	3.3
تضخيم	70	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 70	سلطة خضراء	219.7	43.9	2.2	8.8	0
تضخيم	70	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 70	مكسرات (لوز)	65.9	382.3	13.2	13.2	33
تضخيم	71	فطار	بيض مسلوق - فطار - تضخيم مرحلة 71	بيض مسلوق	221	342.6	28.7	2.4	24.3
تضخيم	71	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 71	صدر دجاج مشوي	331.5	545.9	101.7	0	11.1
تضخيم	71	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 71	سمك مشوي	331.5	512.7	55.3	0	30.9
تضخيم	71	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 71	لبن زبادي قليل الدسم	442	221	22.1	26.5	1.1
تضخيم	72	فطار	شوفان - فطار - تضخيم مرحلة 72	شوفان	88.9	333.4	11.1	60	6.7
تضخيم	72	غداء	أرز بسمتي - غداء - تضخيم مرحلة 72	أرز بسمتي	333.4	1200.4	20	266.8	3.3
تضخيم	72	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 72	سلطة خضراء	222.3	44.5	2.2	8.9	0
تضخيم	72	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 72	مكسرات (لوز)	66.7	386.8	13.3	13.3	33.3
تضخيم	73	فطار	بيض مسلوق - فطار - تضخيم مرحلة 73	بيض مسلوق	223.6	346.6	29.1	2.5	24.6
تضخيم	73	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 73	صدر دجاج مشوي	335.4	552.3	102.9	0	11.2
تضخيم	73	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 73	سمك مشوي	335.4	518.8	55.9	0	31.3
تضخيم	73	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 73	لبن زبادي قليل الدسم	447.2	223.6	22.4	26.8	1.1
تضخيم	74	فطار	شوفان - فطار - تضخيم مرحلة 74	شوفان	90	337.4	11.2	60.7	6.7
تضخيم	74	غداء	أرز بسمتي - غداء - تضخيم مرحلة 74	أرز بسمتي	337.4	1214.5	20.2	269.9	3.4
تضخيم	74	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 74	سلطة خضراء	224.9	45	2.2	9	0
تضخيم	74	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 74	مكسرات (لوز)	67.5	391.3	13.5	13.5	33.7
تضخيم	75	فطار	بيض مسلوق - فطار - تضخيم مرحلة 75	بيض مسلوق	226.2	350.6	29.4	2.5	24.9
تضخيم	75	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 75	صدر دجاج مشوي	339.3	558.7	104.1	0	11.3
تضخيم	75	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 75	سمك مشوي	339.3	524.8	56.5	0	31.7
تضخيم	75	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 75	لبن زبادي قليل الدسم	452.4	226.2	22.6	27.1	1.1
تضخيم	76	فطار	شوفان - فطار - تضخيم مرحلة 76	شوفان	91	341.2	11.4	61.4	6.8
تضخيم	76	غداء	أرز بسمتي - غداء - تضخيم مرحلة 76	أرز بسمتي	341.2	1228.5	20.5	273	3.4
تضخيم	76	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 76	سلطة خضراء	227.5	45.5	2.3	9.1	0
تضخيم	76	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 76	مكسرات (لوز)	68.2	395.8	13.6	13.6	34.1
تضخيم	77	فطار	بيض مسلوق - فطار - تضخيم مرحلة 77	بيض مسلوق	228.8	354.6	29.7	2.5	25.2
تضخيم	77	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 77	صدر دجاج مشوي	343.2	565.1	105.2	0	11.4
تضخيم	77	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 77	سمك مشوي	343.2	530.8	57.2	0	32
تضخيم	77	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 77	لبن زبادي قليل الدسم	457.6	228.8	22.9	27.5	1.1
تضخيم	78	فطار	شوفان - فطار - تضخيم مرحلة 78	شوفان	92	345.2	11.5	62.1	6.9
تضخيم	78	غداء	أرز بسمتي - غداء - تضخيم مرحلة 78	أرز بسمتي	345.2	1242.5	20.7	276.1	3.5
تضخيم	78	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 78	سلطة خضراء	230.1	46	2.3	9.2	0
تضخيم	78	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 78	مكسرات (لوز)	69	400.4	13.8	13.8	34.5
تضخيم	79	فطار	بيض مسلوق - فطار - تضخيم مرحلة 79	بيض مسلوق	231.4	358.7	30.1	2.5	25.5
تضخيم	79	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 79	صدر دجاج مشوي	347.1	571.6	106.4	0	11.6
تضخيم	79	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 79	سمك مشوي	347.1	536.8	57.9	0	32.4
تضخيم	79	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 79	لبن زبادي قليل الدسم	462.8	231.4	23.1	27.8	1.2
تضخيم	80	فطار	شوفان - فطار - تضخيم مرحلة 80	شوفان	93.1	349.1	11.6	62.8	7
تضخيم	80	غداء	أرز بسمتي - غداء - تضخيم مرحلة 80	أرز بسمتي	349.1	1256.6	20.9	279.2	3.5
تضخيم	80	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 80	سلطة خضراء	232.7	46.5	2.3	9.3	0
تضخيم	80	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 80	مكسرات (لوز)	69.8	404.9	14	14	34.9
تضخيم	81	فطار	بيض مسلوق - فطار - تضخيم مرحلة 81	بيض مسلوق	234	362.7	30.4	2.6	25.7
تضخيم	81	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 81	صدر دجاج مشوي	351	578	107.6	0	11.7
تضخيم	81	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 81	سمك مشوي	351	542.9	58.5	0	32.8
تضخيم	81	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 81	لبن زبادي قليل الدسم	468	234	23.4	28.1	1.2
تضخيم	82	فطار	شوفان - فطار - تضخيم مرحلة 82	شوفان	94.1	353	11.8	63.5	7.1
تضخيم	82	غداء	أرز بسمتي - غداء - تضخيم مرحلة 82	أرز بسمتي	353	1270.6	21.2	282.4	3.5
تضخيم	82	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 82	سلطة خضراء	235.3	47.1	2.4	9.4	0
تضخيم	82	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 82	مكسرات (لوز)	70.6	409.4	14.1	14.1	35.3
تضخيم	83	فطار	بيض مسلوق - فطار - تضخيم مرحلة 83	بيض مسلوق	236.6	366.7	30.8	2.6	26
تضخيم	83	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 83	صدر دجاج مشوي	354.9	584.4	108.8	0	11.8
تضخيم	83	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 83	سمك مشوي	354.9	548.9	59.2	0	33.1
تضخيم	83	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 83	لبن زبادي قليل الدسم	473.2	236.6	23.7	28.4	1.2
تضخيم	84	فطار	شوفان - فطار - تضخيم مرحلة 84	شوفان	95.2	356.9	11.9	64.2	7.1
تضخيم	84	غداء	أرز بسمتي - غداء - تضخيم مرحلة 84	أرز بسمتي	356.9	1284.7	21.4	285.5	3.6
تضخيم	84	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 84	سلطة خضراء	237.9	47.6	2.4	9.5	0
تضخيم	84	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 84	مكسرات (لوز)	71.4	413.9	14.3	14.3	35.7
تضخيم	85	فطار	بيض مسلوق - فطار - تضخيم مرحلة 85	بيض مسلوق	239.2	370.8	31.1	2.6	26.3
تضخيم	85	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 85	صدر دجاج مشوي	358.8	590.8	110	0	12
تضخيم	85	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 85	سمك مشوي	358.8	554.9	59.8	0	33.5
تضخيم	85	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 85	لبن زبادي قليل الدسم	478.4	239.2	23.9	28.7	1.2
تضخيم	86	فطار	شوفان - فطار - تضخيم مرحلة 86	شوفان	96.2	360.8	12	64.9	7.2
تضخيم	86	غداء	أرز بسمتي - غداء - تضخيم مرحلة 86	أرز بسمتي	360.8	1298.7	21.6	288.6	3.6
تضخيم	86	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 86	سلطة خضراء	240.5	48.1	2.4	9.6	0
تضخيم	86	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 86	مكسرات (لوز)	72.2	418.5	14.4	14.4	36.1
تضخيم	87	فطار	بيض مسلوق - فطار - تضخيم مرحلة 87	بيض مسلوق	241.8	374.8	31.4	2.7	26.6
تضخيم	87	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 87	صدر دجاج مشوي	362.7	597.2	111.2	0	12.1
تضخيم	87	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 87	سمك مشوي	362.7	561	60.4	0	33.9
تضخيم	87	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 87	لبن زبادي قليل الدسم	483.6	241.8	24.2	29	1.2
تضخيم	88	فطار	شوفان - فطار - تضخيم مرحلة 88	شوفان	97.2	364.7	12.2	65.6	7.3
تضخيم	88	غداء	أرز بسمتي - غداء - تضخيم مرحلة 88	أرز بسمتي	364.7	1312.7	21.9	291.7	3.6
تضخيم	88	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 88	سلطة خضراء	243.1	48.6	2.4	9.7	0
تضخيم	88	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 88	مكسرات (لوز)	72.9	423	14.6	14.6	36.5
تضخيم	89	فطار	بيض مسلوق - فطار - تضخيم مرحلة 89	بيض مسلوق	244.4	378.8	31.8	2.7	26.9
تضخيم	89	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 89	صدر دجاج مشوي	366.6	603.7	112.4	0	12.2
تضخيم	89	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 89	سمك مشوي	366.6	567	61.1	0	34.2
تضخيم	89	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 89	لبن زبادي قليل الدسم	488.8	244.4	24.4	29.3	1.2
تضخيم	90	فطار	شوفان - فطار - تضخيم مرحلة 90	شوفان	98.3	368.6	12.3	66.3	7.4
تضخيم	90	غداء	أرز بسمتي - غداء - تضخيم مرحلة 90	أرز بسمتي	368.6	1326.8	22.1	294.8	3.7
تضخيم	90	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 90	سلطة خضراء	245.7	49.1	2.5	9.8	0
تضخيم	90	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 90	مكسرات (لوز)	73.7	427.5	14.7	14.7	36.9
تضخيم	91	فطار	بيض مسلوق - فطار - تضخيم مرحلة 91	بيض مسلوق	247	382.8	32.1	2.7	27.2
تضخيم	91	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 91	صدر دجاج مشوي	370.5	610.1	113.6	0	12.3
تضخيم	91	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 91	سمك مشوي	370.5	573	61.7	0	34.6
تضخيم	91	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 91	لبن زبادي قليل الدسم	494	247	24.7	29.6	1.2
تضخيم	92	فطار	شوفان - فطار - تضخيم مرحلة 92	شوفان	99.3	372.4	12.4	67	7.4
تضخيم	92	غداء	أرز بسمتي - غداء - تضخيم مرحلة 92	أرز بسمتي	372.4	1340.8	22.3	298	3.7
تضخيم	92	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 92	سلطة خضراء	248.3	49.7	2.5	9.9	0
تضخيم	92	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 92	مكسرات (لوز)	74.5	432	14.9	14.9	37.2
تضخيم	93	فطار	بيض مسلوق - فطار - تضخيم مرحلة 93	بيض مسلوق	249.6	386.9	32.4	2.7	27.5
تضخيم	93	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 93	صدر دجاج مشوي	374.4	616.5	114.8	0	12.5
تضخيم	93	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 93	سمك مشوي	374.4	579.1	62.4	0	34.9
تضخيم	93	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 93	لبن زبادي قليل الدسم	499.2	249.6	25	30	1.2
تضخيم	94	فطار	شوفان - فطار - تضخيم مرحلة 94	شوفان	100.4	376.4	12.5	67.7	7.5
تضخيم	94	غداء	أرز بسمتي - غداء - تضخيم مرحلة 94	أرز بسمتي	376.4	1354.9	22.6	301.1	3.8
